trade_date,etf_code,open_price,high_price,low_price,close_price,volume,daily_return,cumulative_return
2019-01-30,0050.TW,15.084141128204308,15.114512191100996,15.023399002410926,15.053770065307615,21020916,-0.002013357006795502,1.035174165761287
2019-02-11,0050.TW,15.256242509625093,15.31698463840983,15.155006658141534,15.21574878692627,26459600,0.010760010343983106,1.0463126504927025
2019-02-12,0050.TW,15.256243949466963,15.33723294724463,15.256243949466963,15.316986083984377,24656600,0.00665345481683377,1.0532742444370373
2019-02-13,0050.TW,15.377723193425602,15.377723193425602,15.26636469832892,15.286611557006836,16630800,-0.0019830616030460657,1.0511855367254168
2019-02-14,0050.TW,15.286612260381249,15.337230181773238,15.235994338989258,15.235994338989258,14566168,-0.003311212418057208,1.0477048381225296
2019-02-15,0050.TW,15.24611733756199,15.30685791159541,15.165128360781182,15.195499420166016,14064444,-0.0026578454889297776,1.0449202005447957
2019-02-18,0050.TW,15.286615016725673,15.367604014503335,15.286615016725673,15.316986083984377,26384652,0.007994910891651053,1.0532742444370375
2019-02-19,0050.TW,15.327105274362664,15.327105274362664,15.286611557006836,15.286611557006836,11448276,-0.0019830616030460657,1.051185536725417
2019-02-20,0050.TW,15.36760093901436,15.489083639000429,15.36760093901436,15.458712577819824,137231412,0.011258284425635479,1.063020082481986
2019-02-21,0050.TW,15.468838471872186,15.610568046569824,15.468838471872186,15.610568046569824,74659260,0.009823293368419472,1.073462440608728
2019-02-22,0050.TW,15.580193519592283,15.580193519592283,15.489081891068698,15.580193519592283,39524068,-0.0019457669244915543,1.0713737328971076
2019-02-25,0050.TW,15.661186818073734,15.742175812875072,15.651064159183935,15.691557884216309,77461416,0.007147816519992745,1.0790317157641958
2019-02-26,0050.TW,15.721928237260254,15.75229930202529,15.651063449299516,15.732050895690918,63612204,0.0025805603097790453,1.0818162221828895
2019-02-27,0050.TW,15.732046483716816,15.732046483716816,15.661181715629748,15.721923828125,51629956,-0.0006437220190211868,1.0811198332601362
2019-03-04,0050.TW,15.701677750605285,15.701677750605285,15.529575604915587,15.580193519592283,33878280,-0.009014819692687692,1.0713737328971074
2019-03-05,0050.TW,15.509328497181258,15.57007061170546,15.478957439919157,15.53969955444336,37601972,-0.0025990668920768956,1.0685891608988936
2019-03-06,0050.TW,15.55994666266884,15.600441921251894,15.539699805745396,15.580193519592283,78319168,0.002605839643620822,1.0713737328971074
2019-03-07,0050.TW,15.57007192049333,15.600442980308358,15.509329800863272,15.519454002380373,72959080,-0.003898508522087951,1.0671969732690667
2019-03-08,0050.TW,15.428339706708163,15.458710764325874,15.34735227937582,15.387845993041992,39900800,-0.008480195844402405,1.0581469339311915
2019-03-11,0050.TW,15.3574793410333,15.41822147369385,15.327108274703024,15.418221473693848,18569560,0.0019739917247409977,1.0602357072223318
2019-03-12,0050.TW,15.559950718981504,15.681433436927584,15.549828060248997,15.640939712524414,55429872,0.014445131639246656,1.0755509515817883
2019-03-13,0050.TW,15.60044538822657,15.630814907992844,15.549827462300769,15.610568046569824,40594116,-0.0019418057043126824,1.0734624406087279
2019-03-14,0050.TW,15.651062717697949,15.67130957834937,15.5801963883133,15.600444793701172,20835024,-0.0006484871555252347,1.0727663140040544
2019-03-15,0050.TW,15.66118741304618,15.7320522069133,15.62069368647544,15.71180534362793,45935004,0.007138293260184447,1.0804240345530625
2019-03-18,0050.TW,15.742174992182555,15.813039779663086,15.721928130721908,15.813039779663086,48874832,0.006443208391466726,1.0873854317588372
2019-03-19,0050.TW,15.813037177751182,15.873779296875,15.762419260060083,15.873779296875,34417184,0.0038411031691725217,1.091562191386878
2019-03-20,0050.TW,15.863656647427744,15.90415191238414,15.833285584894549,15.894027709960938,47424108,0.0012755886740798417,1.092954575755265
2019-03-21,0050.TW,15.954771881132462,16.025636672973633,15.924400814704358,16.025636672973633,45364852,0.008280403521016666,1.1020046806726602
2019-03-22,0050.TW,16.096500749526733,16.136994473140362,16.005389099027802,16.066129684448242,27721428,0.002526764602301279,1.1047891870913542
2019-03-25,0050.TW,15.813040736169391,15.863658665251071,15.792793873484042,15.823164939880373,28083024,-0.01512279244223047,1.0880816895225511
2019-03-26,0050.TW,15.894026408520554,15.93452012542482,15.873779550068422,15.924397468566896,10800360,0.006397742112349336,1.0950429555692858
2019-03-27,0050.TW,15.883903507537736,15.934521430180924,15.833285584894549,15.894027709960938,10222736,-0.0019071213630471595,1.0929545757552652
2019-03-28,0050.TW,15.853533989740953,15.914274570070932,15.823162927207758,15.894027709960938,13661728,0.0,1.0929545757552652
2019-03-29,0050.TW,15.93452347368932,16.025636672973633,15.843411819141616,16.025636672973633,22721936,0.008280403521016666,1.1020046806726604
2019-04-01,0050.TW,16.197739004761946,16.27872800873311,16.116750000790784,16.167367935180664,44213620,0.008844033163815102,1.1117508466152088
2019-04-02,0050.TW,16.217981343096948,16.288846122516915,16.217981343096948,16.228105545043945,22420368,0.0037568025980971864,1.1159274750842096
2019-04-03,0050.TW,16.278723465306257,16.288846122516915,16.187610281992296,16.228105545043945,27468696,0.0,1.1159274750842096
2019-04-08,0050.TW,16.359712247534112,16.400205965356513,16.33946384388659,16.379959106445312,31963128,0.00935744230772162,1.1263697020519117
2019-04-09,0050.TW,16.390082264837442,16.4811954498291,16.369835405306976,16.4811954498291,61088188,0.006180500374018294,1.1333312304167265
2019-04-10,0050.TW,16.420454872431957,16.511568066001615,16.420454872431957,16.50144386291504,43452644,0.0012285767223365607,1.1347236147851134
2019-04-11,0050.TW,16.471071952605463,16.511567218135834,16.379960308450883,16.430578231811523,33089720,-0.004294510934450879,1.1298505318138392
2019-04-12,0050.TW,16.430582044882062,16.460953114893993,16.40021097487013,16.42045783996582,29993636,-0.0006159486113586077,1.1291546019477257
2019-04-15,0050.TW,16.531817671771815,16.6026824709321,16.51157080697413,16.572311401367188,30726216,0.009247827489424099,1.1395968289154275
2019-04-16,0050.TW,16.572304982581603,16.63304709818479,16.56218232647185,16.622922897338867,31071724,0.0030539792999246806,1.143077134041195
2019-04-17,0050.TW,16.663420220395253,16.784902921915783,16.663420220395253,16.754531860351562,92419348,0.007917317780121724,1.15212723895859
2019-04-18,0050.TW,16.784908653346562,16.876020324414167,16.69379543754207,16.744413375854492,82761460,-0.000603925229389124,1.1514314402515164
2019-04-19,0050.TW,16.85576770687499,16.906385627916656,16.74440766268878,16.76465606689453,50062636,0.0012089220796012157,1.1528234311427836
2019-04-22,0050.TW,16.805155519724153,16.825402386101747,16.734290715034142,16.744413375854492,11497248,-0.0012074623517038807,1.1514314402515167
2019-04-23,0050.TW,16.744408861937814,16.845644711271746,16.71403934292681,16.815275192260742,24048124,0.00423196769069456,1.156304260904711
2019-04-24,0050.TW,16.886141173984974,16.916512239883797,16.78490531747995,16.845645904541016,12434224,0.0018061382839724693,1.1583927062982515
2019-04-25,0050.TW,16.825400593315447,16.896265390454648,16.805153729095206,16.88614273071289,14116156,0.002403993672985827,1.1611774750350254
2019-04-26,0050.TW,16.764660594876055,16.764660594876055,16.643176315775175,16.69379425048828,15260360,-0.011390906928363309,1.1479506104895896
2019-04-29,0050.TW,16.724160803219384,16.795025583730446,16.70391394374999,16.76465606689453,12647828,0.004244799914445929,1.1528234311427838
2019-04-30,0050.TW,16.76465606689453,16.784902926363927,16.683667084280593,16.76465606689453,12991564,0.0,1.1528234311427838
2019-05-02,0050.TW,16.79502678289203,16.896262632203584,16.784904124802758,16.805150985717773,24622252,0.0024154935634621566,1.1556080687205177
2019-05-03,0050.TW,16.825399528261894,16.96713065830539,16.825399528261894,16.957006454467773,121297864,0.009036245427313183,1.1660504268472598
2019-05-06,0050.TW,16.72416221439281,16.72416221439281,16.612803705546604,16.663421630859375,29854448,-0.017313481857586077,1.1458620339370094
2019-05-07,0050.TW,16.734287746679215,16.865894671894242,16.734287746679215,16.83552360534668,56045768,0.010328129378217588,1.1576966452730983
2019-05-08,0050.TW,16.683665882144425,16.77477751555986,16.65329482276053,16.71403694152832,54292568,-0.007216090610913772,1.1493426013808568
2019-05-09,0050.TW,16.63304694007617,16.6431695960897,16.450822139734953,16.511564254760742,27694692,-0.012113930792177818,1.1354195446512274
2019-05-10,0050.TW,16.511568066001615,16.63305077935798,16.37996114955867,16.50144386291504,47176540,-0.0006129275027825232,1.1347236147851139
2019-05-13,0050.TW,16.42045302414619,16.42045302414619,16.217981343096948,16.228105545043945,74712424,-0.016564509150946982,1.1159274750842103
2019-05-14,0050.TW,16.116745000028846,16.207858180501766,15.975015445608246,16.126869201660156,81118520,-0.006238334049700978,1.1089659467193957
2019-05-15,0050.TW,16.126870754270502,16.19773553830329,16.08637548858288,16.147117614746094,69047356,0.0012555699951886101,1.1103583310877825
2019-05-16,0050.TW,16.096496069197112,16.116742925116807,15.995260244862536,16.00538444519043,68399896,-0.008777614242818754,1.100612033986194
2019-05-17,0050.TW,16.096497209689105,16.106621410734334,15.84340763092041,15.84340763092041,94295304,-0.010120145181435669,1.0894736804138185
2019-05-20,0050.TW,15.894026498488268,15.954768618924778,15.823161721136534,15.833284378051758,57219052,-0.0006389567891250669,1.088777553809145
2019-05-21,0050.TW,15.792790319621997,15.883901953571463,15.732048200498175,15.873779296875,79259372,0.0025575817282341706,1.091562191386879
2019-05-22,0050.TW,15.833284035880368,15.924397214566095,15.813037177751182,15.873779296875,42231964,0.0,1.091562191386879
2019-05-23,0050.TW,15.76241832137562,15.76241832137562,15.55994666266884,15.580193519592283,102730308,-0.01849501443808743,1.0713737328971082
2019-05-24,0050.TW,15.600444683063907,15.691556327717368,15.590320480441772,15.661185264587402,24117696,0.005198378626893874,1.076943139211616
2019-05-27,0050.TW,15.691555124475816,15.691555124475816,15.559948224161982,15.62069034576416,46164288,-0.002585686724159264,1.0741585016338822
2019-05-28,0050.TW,15.640939111072608,15.640939111072608,15.559950120644023,15.610568046569824,39249240,-0.0006480058800397703,1.0734624406087288
2019-05-29,0050.TW,15.489081640585235,15.54982375510944,15.448587927393197,15.53969955444336,38638076,-0.004539776638175397,1.0685891608988944
2019-05-30,0050.TW,15.539701615026477,15.691555376736831,15.539701615026477,15.671308517456056,30634636,0.008469208979980936,1.0776392658162897
2019-05-31,0050.TW,15.661185893095215,15.883904457092283,15.651063234803283,15.883904457092283,30265240,0.013565934165575166,1.0922584491505922
2019-06-03,0050.TW,15.833288437270651,15.924401641284334,15.721929914236185,15.904154777526855,24070776,0.0012748956334556194,1.0936509646780193
2019-06-04,0050.TW,15.883902052466786,15.91427311221779,15.792790417950044,15.8029146194458,28915316,-0.006365642154345097,1.0866891739951248
2019-06-05,0050.TW,15.964891285691628,15.98513814427086,15.843408589479932,15.853532791137695,28207576,0.003203090879805748,1.0901699381775323
2019-06-06,0050.TW,15.732050895690918,15.762421960455956,15.68143296932803,15.732050895690918,29824812,-0.00766276495259699,1.0818162221828906
2019-06-10,0050.TW,15.924395476775556,16.00538444519043,15.863653364280376,16.00538444519043,30667052,0.0173743112904865,1.1006120339861942
2019-06-11,0050.TW,16.035756720088685,16.157240966014008,16.005387203343712,16.076251983642578,42495944,0.004427731098545662,1.1054852481165085
2019-06-12,0050.TW,16.07625472696043,16.157243723152153,16.045883660296457,16.136995315551758,37033184,0.0037784510948810635,1.1096622700626293
2019-06-13,0050.TW,16.076249213277414,16.106620269525003,15.985136044534643,16.00538444519043,23659764,-0.008155847342565137,1.1006120339861942
2019-06-14,0050.TW,15.99526249903182,16.025633559559523,15.954768781485756,15.975015640258787,12656348,-0.0018974117763705944,1.0985237197516937
2019-06-17,0050.TW,15.883904702333483,15.985140555234874,15.813039914249815,15.93452262878418,24564512,-0.0025347713195698063,1.095739213333
2019-06-18,0050.TW,15.954768781485756,15.99526249903182,15.914273519203386,15.975015640258787,11561508,0.002541212712670937,1.0985237197516937
2019-06-19,0050.TW,16.19773463199013,16.35971259620457,16.187610429950595,16.34958839416504,87330036,0.023447410778258515,1.1242812566583722
2019-06-20,0050.TW,16.349588040996977,16.400205960628547,16.329341182091614,16.369834899902344,46327976,0.0012383495687591228,1.125673509867719
2019-06-21,0050.TW,16.420452819533914,16.440699678439277,16.359712242817817,16.369834899902344,61374128,0.0,1.125673509867719
2019-06-24,0050.TW,16.35971309118463,16.501442655608177,16.339464686492924,16.44070053100586,66402988,0.004329037619306586,1.1305465928389933
2019-06-25,0050.TW,16.430577376272257,16.481195296997228,16.319217332782788,16.34958839416504,31764512,-0.0055418646345993805,1.124281256658372
2019-06-26,0050.TW,16.319218387864744,16.319218387864744,16.248353603215456,16.268600463867188,23653408,-0.00495351493538243,1.1187121126619441
2019-06-27,0050.TW,16.309096362162165,16.521690724351682,16.309096362162165,16.50144386291504,61405316,0.014312441907034401,1.1347236147851139
2019-06-28,0050.TW,16.491317602825077,16.5115660064726,16.369834904621552,16.379959106445312,15762744,-0.007362068281960954,1.1263697020519123
2019-07-01,0050.TW,16.612802650525843,16.76465641682046,16.612802650525843,16.734285354614258,55085580,0.02163169308704327,1.1507349857492437
2019-07-02,0050.TW,16.734289525100834,16.74441218520139,16.68367159038773,16.69379425048828,20837160,-0.0024196494363478704,1.1479506104895898
2019-07-03,0050.TW,16.673544502231266,16.673544502231266,16.47107279839182,16.50144386291504,34461696,-0.011522268975347916,1.1347236147851139
2019-07-04,0050.TW,16.562184579530236,16.64317201837016,16.562184579530236,16.602678298950195,23110224,0.006134883521475842,1.1416850119908886
2019-07-05,0050.TW,16.62292551349724,16.673543436220886,16.562184933070718,16.58243179321289,6451732,-0.0012194722666273305,1.1402927587815417
2019-07-08,0050.TW,16.562183723366694,16.602677440693377,16.481194743977028,16.52168846130371,15436232,-0.0036631136293315825,1.1361157368354209
2019-07-09,0050.TW,16.5520617888749,16.5520617888749,16.481197001478396,16.50144386291504,16332620,-0.0012253347129796976,1.1347236147851139
2019-07-10,0050.TW,16.592553390934782,16.653295512217333,16.572306532086035,16.643171310424805,17710920,0.008588790695357229,1.1444695184095823
2019-07-11,0050.TW,16.73428655075905,16.815275540852447,16.703915486381966,16.7747802734375,41519092,0.007907685413912624,1.1535196233269773
2019-07-12,0050.TW,16.77477871981559,16.805149781379814,16.74440765825137,16.754531860351562,11890020,-0.001207074713103773,1.1521272389585904
2019-07-15,0050.TW,16.774781113934818,16.87601697043984,16.653298395076106,16.845645904541016,37344172,0.005438173083490705,1.1583927062982515
2019-07-16,0050.TW,16.84564555155886,16.89626347875073,16.835522892962416,16.87601661682129,22012980,0.0018028820297171233,1.1604811516917921
2019-07-17,0050.TW,16.85576770687499,16.85576770687499,16.76465606689453,16.76465606689453,42394120,-0.006598746164764857,1.152823431142784
2019-07-18,0050.TW,16.724166509476902,16.795031314166916,16.724166509476902,16.744413375854492,30164104,-0.0012074623517038807,1.1514314402515171
2019-07-19,0050.TW,16.9486083984375,17.040497820801942,16.9486083984375,16.9486083984375,39123688,0.012194814951084432,1.165472933594245
2019-07-22,0050.TW,16.9690299434466,17.050710304393625,16.9690299434466,17.030290603637695,33474176,0.004819404831356344,1.1710898194812243
2019-07-23,0050.TW,17.07112693786621,17.132387587050196,17.050707240779225,17.07112693786621,23596464,0.0023978647915610107,1.1738979345271139
2019-07-24,0050.TW,17.10175629249244,17.132386615347162,17.060916900634766,17.060916900634766,13457344,-0.0005980880622941109,1.1731958401861216
2019-07-25,0050.TW,17.060920870826013,17.111970901489258,17.030290540843406,17.111970901489258,19726636,0.002992453521216909,1.1767065742091636
2019-07-26,0050.TW,17.030285090076433,17.030285090076433,16.989444143863537,16.99965476989746,12518748,-0.006563599963930633,1.1689831429811273
2019-07-29,0050.TW,16.969027106512993,17.040496826171875,16.95881803680346,17.040496826171875,12168984,0.002402522688092157,1.1717916515041367
2019-07-30,0050.TW,17.071130819555634,17.091550521285722,16.989450454711914,16.989450454711914,8333496,-0.002995591735421743,1.1682814421172547
2019-07-31,0050.TW,16.97923797016406,16.97923797016406,16.83629697093631,16.90776824951172,12477048,-0.00480781914741335,1.1626645562302758
2019-08-01,0050.TW,16.78525043210658,16.856721725517634,16.764830730242014,16.80567169189453,20171772,-0.006038440798958544,1.155643875138432
2019-08-02,0050.TW,16.55042003725063,16.581048808334756,16.458529050228492,16.529998779296875,67385608,-0.0164035640854876,1.1366871967725973
2019-08-05,0050.TW,16.47894730285866,16.509577629175677,16.31558815903976,16.36663818359375,82638024,-0.00988267439606394,1.1254536873167191
2019-08-06,0050.TW,16.06033861642267,16.42789787173499,16.029708288999185,16.356428146362305,99607384,-0.0006238322810655506,1.1247515929757268
2019-08-07,0050.TW,16.366640749215183,16.376849820972478,16.24412098266413,16.274749755859375,67424016,-0.004993656914091926,1.1191349694068276
2019-08-08,0050.TW,16.346222592476437,16.4993727046186,16.33601196183089,16.46874237060547,20144484,0.011919852388283303,1.1324748930447228
2019-08-12,0050.TW,16.46874105585579,16.509580459330632,16.366640989245305,16.45853042602539,12672120,-0.0006200804135660931,1.1317726675446904
2019-08-13,0050.TW,16.366640749215183,16.366640749215183,16.24412098266413,16.274749755859375,29726076,-0.011166286746683518,1.1191349694068276
2019-08-14,0050.TW,16.47894708716689,16.499368343059686,16.397268295288086,16.397268295288086,29528552,0.007528136608343283,1.1275599703396961
2019-08-15,0050.TW,16.17264857449034,16.254328932527816,16.152228874461784,16.213489532470703,63888356,-0.01120788899149705,1.1149224033608731
2019-08-16,0050.TW,16.22369981009671,16.407480239868164,16.18286040700233,16.407480239868164,24634992,0.011964772112071032,1.1282621958397285
2019-08-19,0050.TW,16.489158039455297,16.519788365973895,16.39726861782263,16.49936866760254,25901408,0.005600398500623882,1.13458091374962
2019-08-20,0050.TW,16.509580392433246,16.56063042553163,16.499371320567594,16.540210723876953,16716788,0.0024753708518925333,1.1373894222726293
2019-08-21,0050.TW,16.53000237002742,16.570843336883357,16.519793296756127,16.560632705688477,24371584,0.001234686918591743,1.138793742113654
2019-08-22,0050.TW,16.601469095333528,16.672938820221926,16.499369043229194,16.51978874206543,37517592,-0.0024663286934090145,1.1359851024316046
2019-08-23,0050.TW,16.51979102222227,16.56063042553163,16.489160690778565,16.540210723876953,12844144,0.0012362132549263993,1.1373894222726295
2019-08-26,0050.TW,16.29517195886896,16.356431066730302,16.254330995704617,16.264541625976562,49169240,-0.016666601321012386,1.118433006224875
2019-08-27,0050.TW,16.36664244348122,16.376851516295353,16.28496207135056,16.305381774902344,10143456,0.002510992923437483,1.1212413835888446
2019-08-28,0050.TW,16.35642961674553,16.44832060727665,16.35642961674553,16.41769027709961,13272752,0.006887818006821034,1.1289642901807209
2019-08-29,0050.TW,16.427899130331635,16.45852946010181,16.336009698944387,16.448320388793945,12934596,0.0018656772772147612,1.1310705732036979
2019-08-30,0050.TW,16.570839989153477,16.723990078594966,16.570839989153477,16.71377944946289,77483576,0.01613897677052778,1.14932489491046
2019-09-02,0050.TW,16.70356978707616,16.744409186312513,16.672939458687285,16.723989486694336,25831480,0.0006108754313958187,1.1500269892514523
2019-09-03,0050.TW,16.713781276411833,16.744411609232923,16.581050872802734,16.581050872802734,20211700,-0.008546920817268155,1.1401977996365988
2019-09-04,0050.TW,16.632100549426298,16.78525065230471,16.621891477321782,16.775041580200195,42995084,0.011699542380372074,1.1535375921154543
2019-09-05,0050.TW,16.856718976073054,16.989447795505445,16.856718976073054,16.9486083984375,101717560,0.010346729539089106,1.1654729335942449
2019-09-06,0050.TW,16.999660646130227,17.060921307663993,16.999660646130227,17.050710678100586,68905212,0.00602422790489987,1.172494008163209
2019-09-10,0050.TW,17.142599736756964,17.142599736756964,16.98944964420253,17.030290603637695,20687388,-0.0011976084075555615,1.171089819481224
2019-09-11,0050.TW,17.10175747612123,17.132387801095906,17.00986805912024,17.040496826171875,18984800,0.0005992982017581916,1.1717916515041364
2019-09-12,0050.TW,17.173228466309148,17.20385879354995,17.101758741362712,17.132389068603516,37124488,0.005392580003330982,1.1781106317321077
2019-09-16,0050.TW,17.15280908606635,17.24469851157243,17.142598457488702,17.23448944091797,43719168,0.005959494143263466,1.1851315751420317
2019-09-17,0050.TW,17.23448965741817,17.244698728200873,17.19364870051772,17.203859329223633,19867120,-0.001777256692131246,1.1830252921190545
2019-09-18,0050.TW,17.23448882240759,17.357008571326446,17.22427819419638,17.346797943115234,67997944,0.008308520266077535,1.192854481733908
2019-09-19,0050.TW,17.34679953795592,17.387640496632486,17.234490406922728,17.244699478149414,31109456,-0.005885723999358716,1.185833669483024
2019-09-20,0050.TW,17.285536780542138,17.336586799647154,17.285536780542138,17.295745849609375,32926796,0.0029601195152539894,1.189343878869906
2019-09-23,0050.TW,17.285536022387724,17.326375412711318,17.254905700683594,17.254905700683594,17479356,-0.002361282900482986,1.1865355015059365
2019-09-24,0050.TW,17.254911202952254,17.32638093777034,17.224280871480683,17.285541534423828,19408048,0.0017754854342102444,1.1886421780060337
2019-09-25,0050.TW,17.224277332837516,17.224277332837516,17.132387915224403,17.173227310180664,15710696,-0.006497582041007699,1.1809188779370374
2019-09-26,0050.TW,17.244698135674003,17.295748161603083,17.183439039312997,17.214069366455078,20778748,0.0023782400090983646,1.1837273864600468
2019-09-27,0050.TW,17.33659216223685,17.39785126935789,17.254911794818703,17.275331497192383,35538780,0.003558840703679511,1.1879400836650411
2019-10-01,0050.TW,17.31617169133255,17.561211224788156,17.31617169133255,17.551000595092773,36467632,0.015957383969459116,1.2068964997127956
2019-10-02,0050.TW,17.479531648897098,17.540792313984046,17.479531648897098,17.489742279052734,22614632,-0.0034903033424297236,1.2026840648258812
2019-10-03,0050.TW,17.23449128253845,17.377430750360432,17.21407158112436,17.316171646118164,19472948,-0.009924138970444085,1.1907484610290107
2019-10-04,0050.TW,17.397847161855857,17.4386881148844,17.30595774390699,17.387638092041016,14987948,0.004127150468554719,1.1956628590978773
2019-10-07,0050.TW,17.438689244953277,17.489739271104824,17.39784828927814,17.448898315429688,16562988,0.003523205570785004,1.1998754251438317
2019-10-08,0050.TW,17.53058061036019,17.68373070577613,17.53058061036019,17.663311004638672,48781740,0.012288035916822482,1.2146195374637119
2019-10-09,0050.TW,17.59183829690701,17.602047366787712,17.520368576049805,17.520368576049805,27667316,-0.008092618000743346,1.2047900855307785
2019-10-14,0050.TW,17.76540730246753,17.877717971801758,17.76540730246753,17.877717971801758,37965192,0.020396225924176337,1.229363256306472
2019-10-15,0050.TW,17.877721219029397,17.938980320583344,17.826671188772803,17.908349990844727,17510440,0.0017134188542007323,1.231469670488489
2019-10-16,0050.TW,17.96961249343253,18.000242826312842,17.938982160552218,17.990032196044922,15934688,0.004561124014325957,1.2370865563754683
2019-10-17,0050.TW,17.979818720966897,18.0002384185791,17.928768697974853,18.0002384185791,10163532,0.0005673265296559649,1.237788388398381
2019-10-18,0050.TW,18.00024113631573,18.102341197715223,17.949191105615984,17.959400177001953,11263192,-0.0022687611479077496,1.2349801421934512
2019-10-21,0050.TW,17.959397893289104,17.969608521299996,17.918558497091755,17.93897819519043,4310608,-0.0011371193698147541,1.2335758223524265
2019-10-22,0050.TW,18.010448774848257,18.132970085118888,18.010448774848257,18.112548828125,13025596,0.009675614243240815,1.245511426149297
2019-10-23,0050.TW,18.11255058089494,18.132971839865014,18.030871776707947,18.061500549316406,10322624,-0.002818392888433552,1.2420010856033752
2019-10-24,0050.TW,18.11254955212635,18.132970809936523,18.071710152352473,18.132970809936523,10318236,0.003957049992882267,1.2469157459903217
2019-10-25,0050.TW,18.214649609484272,18.214649609484272,18.092129852239413,18.132970809936523,31884760,0.0,1.2469157459903217
2019-10-28,0050.TW,18.22486173753308,18.235072367278075,18.17381170465484,18.21465110778809,20039096,0.0045045182451188825,1.252532500718261
2019-10-29,0050.TW,18.275913832190845,18.306544166957995,18.245283497423692,18.265703201293945,29643940,0.0028028038090737173,1.2560431035822628
2019-10-30,0050.TW,18.26569932836262,18.34737968444824,18.23507055801332,18.34737968444824,21537080,0.004471576169512437,1.2616595959921217
2019-10-31,0050.TW,18.357588568057935,18.500528009177156,18.357588568057935,18.398427963256836,37832656,0.002782319856380777,1.265169936538044
2019-11-01,0050.TW,18.378008265657385,18.418847660856287,18.326958242697227,18.398427963256836,11227112,0.0,1.265169936538044
2019-11-04,0050.TW,18.490320591670308,18.83746015565124,18.490320591670308,18.82724952697754,26922724,0.023307511086115396,1.2946578988597244
2019-11-05,0050.TW,18.868089995813936,18.970190048217773,18.857879367404287,18.970190048217773,15865116,0.007592214732981217,1.3044872196336177
2019-11-06,0050.TW,18.980398126713386,19.06207847595215,18.939558731055545,19.06207847595215,17977276,0.004843832744997112,1.3108059375435093
2019-11-07,0050.TW,19.03144973831283,19.03144973831283,18.857879955398975,18.959980010986328,12200472,-0.005356103485494645,1.3037851252926254
2019-11-08,0050.TW,18.990611125610577,19.0008217547614,18.8680913654171,18.89872169494629,11562144,-0.0032309272480531837,1.299572690405711
2019-11-11,0050.TW,18.868092727782496,18.878301799747184,18.592422857961687,18.612842559814453,23437376,-0.015126903276653003,1.279914180016964
2019-11-12,0050.TW,18.69451995535011,18.78640937805176,18.69451995535011,18.78640937805176,9705188,0.009325110749716536,1.2918495214957548
